Catalogue,Nom commercial,Marque,Sous Marque,Type de produit,Pièce,Catégorie,Sous-catégorie,Couleurs,Matières,Profondeur,Longueur,Hauteur,Prix,Référence,URL,Lien Web,Photos Produits
La Redoute,,marque,,Meuble,Salon,Assise,Bout de canapé,Noir,Métal,,,,,,https://www.laredoute.fr/ppdp/prod-554346844.aspx,https://www.laredoute.fr/ppdp/prod-554346844.aspx,
